Buy Date,Buy Price,Sell Date,Sell Price,Profit/Loss (%)
2022-11-07,13.17,2023-11-06,56.31866598,327.6284432801822
2022-11-14,12.258,2023-11-06,56.31866598,359.4441669114048
2022-12-19,11.3861,2023-11-06,56.31866598,394.62648299242056
2022-12-26,9.9916,2023-11-06,56.31866598,463.6601343128228
