time,close,RSI
2015-08-03,1.19999,
2015-08-10,1.5893,
2015-08-17,1.35,
2015-08-24,1.32,
2015-08-31,1.34,
2015-09-07,0.88557,
2015-09-14,0.94116,
2015-09-21,0.70077,
2015-09-28,0.60954,
2015-10-05,0.59934,
2015-10-12,0.505,
2015-10-19,0.62,
2015-10-26,0.99,
2015-11-02,1.0,
2015-11-09,0.91926,43.62130941182352
2015-11-16,0.97,44.98737091643999
2015-11-23,0.87,42.786973835499104
2015-11-30,0.82499,41.79605198814537
2015-12-07,0.91993,44.70501675230466
2015-12-14,1.065,48.90705516713176
2015-12-21,0.91799,45.16165610934622
2015-12-28,0.96,46.424311484010566
2016-01-04,1.0,47.66004781636891
2016-01-11,1.32,56.33665154155309
2016-01-18,2.1,69.57590332353182
2016-01-25,2.2004,70.80308039199501
2016-02-01,2.89791,77.57154671597742
2016-02-08,5.2,87.70347591756877
2016-02-15,4.63,78.2747744107896
2016-02-22,6.49862,84.25191680419255
2016-02-29,11.18745,90.9673378870321
2016-03-07,14.39791,93.12811091507284
2016-03-14,10.3428,70.264317910298
2016-03-21,10.4348,70.44162167652155
2016-03-28,11.61449,72.69027323828732
2016-04-04,8.95092,61.34308907124099
2016-04-11,9.3205,62.22424741372407
2016-04-18,7.95,57.03259941509758
2016-04-25,8.79,59.27538376222573
2016-05-02,9.535,61.20930026521146
2016-05-09,9.93,62.233335397671496
2016-05-16,14.2,71.11157044786934
2016-05-23,12.07017,63.13868884780288
2016-05-30,13.95997,66.70567072768706
2016-06-06,15.66,69.55937588813791
2016-06-13,12.23579,58.65433210787504
2016-06-20,13.97,61.91116450896414
2016-06-27,11.74531,55.83506441511715
2016-07-04,11.06043,54.07557461154088
2016-07-11,11.24449,54.49063389900506
2016-07-18,12.78798,57.9248027999161
2016-07-25,11.87998,55.28196187312928
2016-08-01,10.9762,52.70436720704628
2016-08-08,11.13868,53.127494667788575
2016-08-15,11.17001,53.21441220840415
2016-08-22,11.02,52.71041262491305
2016-08-29,11.60411,54.51680057911634
2016-09-05,11.75498,54.99498927532222
2016-09-12,12.49792,57.37172861957427
2016-09-19,13.05,59.10024824293591
2016-09-26,13.15611,59.44066148000022
2016-10-03,12.06597,54.428524065637646
2016-10-10,11.97899,54.037005446126926
2016-10-17,12.02002,54.20435203650308
2016-10-24,11.26309,50.54797322275584
2016-10-31,10.951,49.077989228958906
2016-11-07,10.12356,45.31532631686846
2016-11-14,9.5,42.66093273629913
2016-11-21,8.99205,40.5758868041534
2016-11-28,7.36101,34.70960083744255
2016-12-05,8.22757,39.69783491245837
2016-12-12,7.8803,38.43068234289898
2016-12-19,7.1544,35.85437065492188
2016-12-26,8.1995,41.89395888455323
2017-01-02,10.27581,51.63658899404497
2017-01-09,9.79079,49.54670656792603
2017-01-16,10.78807,53.69644558226892
2017-01-23,10.43361,52.05755544993597
2017-01-30,11.25399,55.44689291873284
2017-02-06,11.3649,55.90079867120663
2017-02-13,12.80999,61.41647159218743
2017-02-20,14.44,66.50536227630845
2017-02-27,19.03258,76.0786011883419
2017-03-06,23.30013,81.39883128595875
2017-03-13,42.36041,91.01280949398983
2017-03-20,49.99999,92.65208489450112
2017-03-27,48.4995,89.21024234757314
2017-04-03,43.93521,79.53188036472679
2017-04-10,48.55612,81.69685059961111
2017-04-17,48.50386,81.59173994122376
2017-04-24,78.367,89.72614319339854
2017-05-01,87.4,91.01891790111873
2017-05-08,88.33819,91.14356771024384
2017-05-15,145.25,95.3550769446954
2017-05-22,168.28644,96.1526010570925
2017-05-29,245.351,97.62296510878964
2017-06-05,333.09999,98.381460640353
2017-06-12,349.5,98.47913800786486
2017-06-19,276.8101,76.45530330379594
2017-06-26,283.89,76.994950115071
2017-07-03,236.39999,66.05788062027234
2017-07-10,155.19999,52.36191386290121
2017-07-17,229.85,60.475191784795534
2017-07-24,198.4549,56.144419698046335
2017-07-31,265.67,62.3593326607457
2017-08-07,298.00001,64.93344206129191
2017-08-14,299.1474975,65.02486515036364
2017-08-21,336.39,67.94580863363512
2017-08-28,340.54975,68.26461034902135
2017-09-04,300.9175,61.94344222320807
2017-09-11,270.185,57.49730312420464
2017-09-18,287.765,59.297081081948114
2017-09-25,302.9025,60.834956049721136
2017-10-02,307.14,61.27603419479348
2017-10-09,327.7625,63.434310171438455
2017-10-16,296.555,58.15233164037344
2017-10-23,303.1275,58.92799734270688
2017-10-30,297.2975,57.90275810775095
2017-11-06,305.165,58.9409212752363
2017-11-13,340.665,63.33474806187837
