time,close,RSI
2020-04-06,0.87892628,
2020-04-13,0.60443362,
2020-04-20,0.63720312,
2020-04-27,0.68211504,
2020-05-04,0.5408412,
2020-05-11,0.61389651,
2020-05-18,0.54719613,
2020-05-25,0.57128352,
2020-06-01,0.61324302,
2020-06-08,0.58385247,
2020-06-15,0.67323264,
2020-06-22,0.79839986,
2020-06-29,0.69317325,
2020-07-06,1.0172158,
2020-07-13,0.92517674,51.57905652034742
2020-07-20,1.56997523,67.15342390979194
2020-07-27,1.73638803,69.84885581609169
2020-08-03,2.65722531,79.75089959134974
2020-08-10,3.38055134,84.15334938066938
2020-08-17,3.25435383,80.85061694981519
2020-08-24,4.42051639,86.22907770698802
2020-08-31,3.08860832,64.08871917347335
2020-09-07,3.26341907,65.34636477752247
2020-09-14,2.86493479,60.17317895626153
2020-09-21,3.16171897,62.55106148153895
2020-09-28,2.52164551,54.933348870605336
2020-10-05,2.42316055,53.846737925955885
2020-10-12,2.21409051,51.51706124063672
2020-10-19,1.79537755,47.1201082840532
2020-10-26,1.60812488,45.25969817602534
2020-11-02,2.15818431,51.33770616173057
2020-11-09,2.04556496,50.110904361430016
2020-11-16,2.15838341,51.36474104812259
2020-11-23,1.91635951,48.54602194349189
2020-11-30,1.84984361,47.77014093998088
2020-12-07,1.56806414,44.52374339230468
2020-12-14,1.55994443,44.43004378427543
2020-12-21,1.30245248,41.45092288298562
2020-12-28,2.19097622,53.12973903938133
2021-01-04,3.44819825,64.05525208917956
2021-01-11,3.81833466,66.52895876268711
2021-01-18,3.63629064,64.18918476231383
2021-01-25,4.25335407,68.26354706552779
2021-02-01,6.70521701,78.65526368301269
2021-02-08,8.72189906,83.45417961228578
2021-02-15,11.0896396,87.11657377570427
2021-02-22,13.12146753,89.3044276265366
2021-03-01,13.83880356,89.95311966067
2021-03-08,14.48031449,90.50758855474449
2021-03-15,14.33375494,89.29512566161306
2021-03-22,18.0781902,92.17815738938802
2021-03-29,23.78324886,94.5753312882494
2021-04-05,27.86091657,95.61075227115388
2021-04-12,32.39796643,96.42776705592628
2021-04-19,47.49675019,97.85722126352204
2021-04-26,46.98239929,96.44143928058612
2021-05-03,44.39162763,89.42350185153174
2021-05-10,46.90895854,90.1718656127889
2021-05-17,24.56161292,53.78711400240744
2021-05-24,28.58168268,57.13766700426105
2021-05-31,42.22772031,66.11779824827906
2021-06-07,38.73889951,62.51179880190744
2021-06-14,35.2785,59.07059135777687
2021-06-21,31.8683,55.8099801482957
