time,close,RSI
2013-12-09,0.00090193,
2013-12-16,0.00032616,
2013-12-23,0.00045283,
2013-12-30,0.00027025,
2014-01-06,0.00033874,
2014-01-13,0.00070625,
2014-01-20,0.00157642,
2014-01-27,0.00128708,
2014-02-03,0.0012729,
2014-02-10,0.00142552,
2014-02-17,0.00118874,
2014-02-24,0.00095648,
2014-03-03,0.00087201,
2014-03-10,0.00082667,
2014-03-17,0.00072725,47.38940698230512
2014-03-24,0.00052966,44.55555300950777
2014-03-31,0.0004594,43.5580987794721
2014-04-07,0.00038529,42.47789067314292
2014-04-14,0.00062969,47.13400858034972
2014-04-21,0.00044203,44.17707660687767
2014-04-28,0.00046803,44.69475447800353
2014-05-05,0.00045705,44.50704359742544
2014-05-12,0.00044869,44.35430202358427
2014-05-19,0.00042614,43.91649658365306
2014-05-26,0.00040963,43.57734691237137
2014-06-02,0.00036047,42.52429372533143
2014-06-09,0.00037299,42.90272068935117
2014-06-16,0.00034108,42.14114814384846
2014-06-23,0.00026948,40.40788896380738
2014-06-30,0.00023005,39.44571107444855
2014-07-07,0.00027214,41.0591135024194
2014-07-14,0.00024154,40.220101556381145
2014-07-21,0.00021671,39.51450716154314
2014-07-28,0.00020584,39.19036999540745
2014-08-04,0.00015914,37.75737054729524
2014-08-11,0.00012583,36.72584291257919
2014-08-18,0.00012543,36.712872089717
2014-08-25,0.00013136,37.06772516402042
2014-09-01,0.00019006,40.61718339031579
2014-09-08,0.00034426,48.78841972894379
2014-09-15,0.00028917,46.33533596903836
2014-09-22,0.00039281,51.29661950765187
2014-09-29,0.00027545,46.09932228778453
2014-10-06,0.00029286,46.95788689005876
2014-10-13,0.00024191,44.713254943278216
2014-10-20,0.00024859,45.08389578406696
2014-10-27,0.00022142,43.797773845879206
2014-11-03,0.00021826,43.64183803252489
2014-11-10,0.00022411,44.03905913060183
2014-11-17,0.00025459,46.16798199987964
2014-11-24,0.00024217,45.40989897515868
2014-12-01,0.0002302,44.64896924074309
2014-12-08,0.00019523,42.41293469717196
2014-12-15,0.00019343,42.29551985608744
2014-12-22,0.00018386,41.635566465250086
2014-12-29,0.00015847,39.85861115438089
2015-01-05,0.00016118,40.15220803261758
2015-01-12,0.00013923,38.512271531076685
2015-01-19,0.00016702,41.75573827928847
2015-01-26,0.00014482,39.94309707689719
2015-02-02,0.000142,39.70729544560354
2015-02-09,0.00014163,39.67420134661612
2015-02-16,0.00014312,39.89146427578908
2015-02-23,0.00014716,40.517004385777206
2015-03-02,0.00013958,39.68257162551347
2015-03-09,0.00014269,40.22649609833693
2015-03-16,0.00013312,39.05926700621116
2015-03-23,0.0001262,38.19620314362604
2015-03-30,0.00012707,38.38054947805247
2015-04-06,0.00011343,36.54032195959231
2015-04-13,0.00010651,35.60754298665286
2015-04-20,9.928e-05,34.613358449963386
2015-04-27,9.071e-05,33.42215311663543
2015-05-04,8.914e-05,33.19675925098301
2015-05-11,0.00011503,40.34165579120717
2015-05-18,0.00014324,46.99406058716692
2015-05-25,0.00015513,49.54765702406906
2015-06-01,0.00015237,48.95804852234889
2015-06-08,0.00016662,52.1256734900896
2015-06-15,0.00020924,60.10105035894523
2015-06-22,0.00020526,59.11074466173045
2015-06-29,0.00019499,56.522640720228445
2015-07-06,0.00020975,59.28196470162632
2015-07-13,0.00016878,49.82867136279101
2015-07-20,0.00018647,53.292034640174215
2015-07-27,0.00017368,50.5737496033605
2015-08-03,0.00016178,48.11467691062236
2015-08-10,0.00014892,45.53778160898154
2015-08-17,0.00013775,43.36528888036448
2015-08-24,0.00012895,41.6783058972736
2015-08-31,0.00013425,43.11364477294831
2015-09-07,0.00012661,41.52707973028811
2015-09-14,0.00012601,41.39823473915999
2015-09-21,0.0001223,40.56023486773649
2015-09-28,0.00011889,39.76350348475356
2015-10-05,0.0001209,40.50535283076261
2015-10-12,0.0001188,39.9517481899053
2015-10-19,0.00011688,39.421249512264346
2015-10-26,0.00014131,48.74683538540267
2015-11-02,0.0001359,47.02059061560685
2015-11-09,0.00012578,43.889574855268
2015-11-16,0.00012795,44.73929805479381
2015-11-23,0.00013189,46.3285701326133
2015-11-30,0.00012884,45.24382070504768
2015-12-07,0.00014434,51.46346876370952
2015-12-14,0.00014493,51.6884202718846
2015-12-21,0.0001451,51.75779940628631
2015-12-28,0.00014637,52.30880414513327
2016-01-04,0.00016766,60.46155907824816
2016-01-11,0.00015185,53.18985976229219
2016-01-18,0.00019342,65.08156589672505
2016-01-25,0.00027806,77.57380215138808
2016-02-01,0.00028503,78.2634353241672
2016-02-08,0.00030085,79.7830598830811
2016-02-15,0.00028681,74.7860381890602
2016-02-22,0.00025474,64.80201477873695
2016-02-29,0.00022114,56.31874916473194
2016-03-07,0.00024156,59.76597094612485
2016-03-14,0.00021349,53.51405181013588
2016-03-21,0.00021705,54.16885732253148
2016-03-28,0.00021955,54.65194283400415
2016-04-04,0.00020231,50.68441737795269
2016-04-11,0.00022667,55.59029500213333
2016-04-18,0.00022722,55.697454657933086
2016-04-25,0.00022488,55.08840670941129
2016-05-02,0.00022244,54.42016338388053
2016-05-09,0.00023087,56.3884935056269
2016-05-16,0.00022442,54.45096724846424
2016-05-23,0.00023884,57.93119384374401
2016-05-30,0.00023637,57.12604002230898
2016-06-06,0.00027282,64.88267083594069
2016-06-13,0.00033609,73.75764831217374
2016-06-20,0.00028393,60.24116850011436
2016-06-27,0.00028393,60.24116850011436
2016-07-04,0.00027212,57.47537328434856
2016-07-11,0.00026246,55.24127517472556
2016-07-18,0.00024852,52.09438431586817
2016-07-25,0.00023154,48.472201808767664
2016-08-01,0.00026391,54.90885849853532
2016-08-08,0.00024517,50.94149479575644
2016-08-15,0.00023693,49.2562490277327
2016-08-22,0.00022898,47.61943113425658
2016-08-29,0.00023493,48.98578979997177
2016-09-05,0.00022753,47.332115938420216
2016-09-12,0.00023717,49.71366602812756
2016-09-19,0.00022632,47.130494566406654
2016-09-26,0.00023087,48.34269798737864
2016-10-03,0.00023043,48.22754072361941
2016-10-10,0.00022481,46.69743376658342
2016-10-17,0.00022154,45.787171357124485
2016-10-24,0.00022255,46.13641391642795
2016-10-31,0.00022203,45.97220863689007
2016-11-07,0.0002243,46.86133022900924
2016-11-14,0.00021799,44.66113178582332
2016-11-21,0.00021858,44.921529070517366
