time,close,RSI,Signal
2017-12-11,6.0801127,83.04057058465352,Sell
2017-12-25,8.65228603,83.23673549737964,Sell
2018-01-01,18.58197132,91.60270161986044,Sell
2018-01-08,20.79799326,92.5020413874865,Sell
2019-04-15,24.18391716,84.99510636799347,Sell
2019-05-20,33.58382078,82.82191846465342,Sell
2019-05-27,33.20433364,81.61101261824666,Sell
2021-02-01,68.5447232,84.81235095319946,Sell
2021-02-08,136.03515402,93.61233804419837,Sell
2021-02-15,295.32511107,97.41675446519984,Sell
2021-03-29,349.12600871,82.3235575950361,Sell
2021-04-05,525.75529954,88.48275081624733,Sell
2021-04-12,482.42999588,81.02494164613913,Sell
2021-04-19,505.64004043,81.90484312054633,Sell
2021-04-26,622.20393329,85.53310754576844,Sell
2021-05-03,662.73477622,86.54346727127825,Sell
2022-06-13,214.932475,29.575480795670657,Buy
2024-02-26,414.74,80.47861854682871,Sell
2024-03-04,529.86,87.60370370062253,Sell
2024-03-11,571.07,89.1327964532631,Sell
2024-03-18,567.76,88.1918167982471,Sell
2024-03-25,606.94,89.59241563861673,Sell
2024-04-01,584.07,83.3757587889503,Sell
2024-04-22,599.73,81.1401921281423,Sell
2024-06-03,672.96,81.44895264373051,Sell
