time,close,RSI,Signal
2016-02-08,5.2,87.70347591756877,Sell
2016-02-22,6.49862,84.25191680419255,Sell
2016-02-29,11.18745,90.9673378870321,Sell
2016-03-07,14.39791,93.12811091507284,Sell
2017-03-06,23.30013,81.39883128595875,Sell
2017-03-13,42.36041,91.01280949398983,Sell
2017-03-20,49.99999,92.65208489450112,Sell
2017-03-27,48.4995,89.21024234757314,Sell
2017-04-10,48.55612,81.69685059961111,Sell
2017-04-17,48.50386,81.59173994122376,Sell
2017-04-24,78.367,89.72614319339854,Sell
2017-05-01,87.4,91.01891790111873,Sell
2017-05-08,88.33819,91.14356771024384,Sell
2017-05-15,145.25,95.3550769446954,Sell
2017-05-22,168.28644,96.1526010570925,Sell
2017-05-29,245.351,97.62296510878964,Sell
2017-06-05,333.09999,98.381460640353,Sell
2017-06-12,349.5,98.47913800786486,Sell
2018-01-01,908.3425,85.60608394433696,Sell
2018-01-08,1096.6925,88.58380497102536,Sell
2018-11-19,161.2625,29.85740179922212,Buy
2018-11-26,161.545,29.91044437232749,Buy
2018-12-03,145.005,28.549193068323262,Buy
2018-12-10,138.275,27.990982784679687,Buy
2020-08-10,433.855,80.67119121520679,Sell
2020-12-21,683.6525,81.67853992965276,Sell
2020-12-28,979.4725,89.61891664044981,Sell
2021-01-04,1255.285,92.76661800693375,Sell
2021-01-11,1233.205,90.40339136207672,Sell
2021-01-18,1393.0775,91.99377171064934,Sell
2021-01-25,1313.8225,84.5161971591582,Sell
2021-02-01,1615.3725,88.38474800089531,Sell
2021-02-08,1803.2825,90.05259339379522,Sell
2021-02-15,1935.5425,91.02900123659916,Sell
2021-04-26,2952.0575,82.00977830606547,Sell
2021-05-03,3928.15,87.51007074835658,Sell
2022-06-06,1433.28,28.778538940101825,Buy
2022-06-13,1125.28,26.06273216037178,Buy
2022-06-20,1197.58,27.785500169264125,Buy
2022-06-27,1073.14,26.63516301316406,Buy
2022-07-04,1167.16,29.02600624679698,Buy
2024-02-26,3490.13,80.93600155183164,Sell
2024-03-04,3886.44,84.21368208643067,Sell
