time,close,RSI,Signal
2020-08-10,3.38055134,84.15334938066938,Sell
2020-08-17,3.25435383,80.85061694981519,Sell
2020-08-24,4.42051639,86.22907770698802,Sell
2021-02-08,8.72189906,83.45417961228578,Sell
2021-02-15,11.0896396,87.11657377570427,Sell
2021-02-22,13.12146753,89.3044276265366,Sell
2021-03-01,13.83880356,89.95311966067,Sell
2021-03-08,14.48031449,90.50758855474449,Sell
2021-03-15,14.33375494,89.29512566161306,Sell
2021-03-22,18.0781902,92.17815738938802,Sell
2021-03-29,23.78324886,94.5753312882494,Sell
2021-04-05,27.86091657,95.61075227115388,Sell
2021-04-12,32.39796643,96.42776705592628,Sell
2021-04-19,47.49675019,97.85722126352204,Sell
2021-04-26,46.98239929,96.44143928058612,Sell
2021-05-03,44.39162763,89.42350185153174,Sell
2021-05-10,46.90895854,90.1718656127889,Sell
2021-08-23,94.2907,81.04791574943732,Sell
2021-08-30,142.1303,87.52727510754525,Sell
2021-09-06,174.3091,90.00304288541288,Sell
2022-11-07,13.17,29.802907396451147,Buy
2022-11-14,12.258,29.44814663261404,Buy
2022-12-19,11.3861,29.84933684867339,Buy
2022-12-26,9.9916,29.080549189449883,Buy
2023-11-06,56.31866598,81.11400451972047,Sell
2023-11-13,61.1225,82.84501125423586,Sell
2023-12-04,74.8866,83.46190226919046,Sell
2023-12-18,112.5349,87.24222192258283,Sell
2024-03-11,201.74,85.5178375520278,Sell
