time,close,RSI,Signal
2020-10-19,4.1513052,7.488944276976412,Buy
2020-10-26,3.69070168,7.0054323464611485,Buy
2020-11-02,3.47325529,6.782791573931078,Buy
2020-11-09,3.54480485,7.820897525460566,Buy
2020-11-16,3.89331572,12.908524713142654,Buy
2020-11-23,3.71025107,12.517701596729282,Buy
2020-11-30,3.60645851,12.290495776480228,Buy
2020-12-07,3.33965848,11.702495314201002,Buy
2020-12-14,3.31687762,11.651238773478395,Buy
2020-12-21,2.90452154,10.734706111309292,Buy
2020-12-28,3.48934475,20.30930008861188,Buy
2021-02-01,23.74286598,84.49915391793948,Sell
2021-02-08,39.1444124,90.97828844525236,Sell
2021-02-15,36.25218074,83.88723282060957,Sell
2021-09-13,70.08968208,80.0084682919423,Sell
2021-11-15,128.8972322,84.79320384116606,Sell
2022-06-06,17.274895,29.737670536890803,Buy
2022-06-13,16.1503829,29.418778574558203,Buy
2023-12-04,37.15252851,83.06873507231174,Sell
2023-12-11,40.58624747,84.72133650672754,Sell
2023-12-18,47.69929914,87.45334774547933,Sell
