time,close,RSI,Signal
2018-01-01,1.01626,88.59407382286811,Sell
2020-07-06,0.127061,80.61391359672103,Sell
2020-07-20,0.148672,82.63906269917936,Sell
2021-01-04,0.30154,82.7436870343789,Sell
2021-01-11,0.381833,86.92811949179865,Sell
2021-02-01,0.66356,89.1478149228831,Sell
2021-02-08,0.845862,91.77180568176064,Sell
2021-02-15,1.10084,93.96848804369756,Sell
2021-02-22,1.315604,95.14434393175632,Sell
2021-03-01,1.132198,80.67910206763257,Sell
2021-05-10,2.30653,85.12047963350979,Sell
2022-12-19,0.259097,29.646000736462558,Buy
2022-12-26,0.249796,29.068568728919487,Buy
2023-12-04,0.595009,82.19345083159438,Sell
2024-11-18,1.0234,81.54742286578617,Sell
2024-11-25,1.1502,83.86769023798738,Sell
2024-12-02,1.1945,84.59642852550388,Sell
